STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,tra_meas,Traffic and transport measurement,tra_cov,Transport coverage,schedule,Type of schedule,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,IT,Italy,2020-Q3,,9329313,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,IT,Italy,2020-Q4,,3680416,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,IT,Italy,2021-Q1,,2296035,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,IT,Italy,2021-Q2,,6037474,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,IT,Italy,2021-Q3,,17965253,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,IT,Italy,2021-Q4,,14198423,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,IT,Italy,2022-Q1,,11573265,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,IT,Italy,2022-Q2,,23230097,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,IT,Italy,2022-Q3,,27976093,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,IT,Italy,2022-Q4,,19655706,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,IT,Italy,2023-Q1,,18104460,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,IT,Italy,2023-Q2,,27007200,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,IT,Italy,2023-Q3,,31269336,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,IT,Italy,2023-Q4,,22386344,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,IT,Italy,2024-Q1,,20390012,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,IT,Italy,2024-Q2,,30252553,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,IT,Italy,2024-Q3,,34528826,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,IT,Italy,2024-Q4,,24444608,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,IT,Italy,2025-Q1,,21780485,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,IT,Italy,2025-Q2,,31777366,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,IT,Italy,2025-Q3,,35303507,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,IT,Italy,2025-Q4,,25936322,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LT,Lithuania,2005-Q1,,121197,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LT,Lithuania,2005-Q2,,192934,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LT,Lithuania,2005-Q3,,237699,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LT,Lithuania,2005-Q4,,177521,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LT,Lithuania,2006-Q1,,149727,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LT,Lithuania,2006-Q2,,238118,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LT,Lithuania,2006-Q3,,288057,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LT,Lithuania,2006-Q4,,222250,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LT,Lithuania,2007-Q1,,205078,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LT,Lithuania,2007-Q2,,288899,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LT,Lithuania,2007-Q3,,328899,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LT,Lithuania,2007-Q4,,274044,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LT,Lithuania,2008-Q1,,257129,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LT,Lithuania,2008-Q2,,359905,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LT,Lithuania,2008-Q3,,396435,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LT,Lithuania,2008-Q4,,265882,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LT,Lithuania,2009-Q1,,178597,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LT,Lithuania,2009-Q2,,237873,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LT,Lithuania,2009-Q3,,284739,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LT,Lithuania,2009-Q4,,229066,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LT,Lithuania,2010-Q1,,209929,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LT,Lithuania,2010-Q2,,303484,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LT,Lithuania,2010-Q3,,366343,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LT,Lithuania,2010-Q4,,276409,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LT,Lithuania,2011-Q1,,233835,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LT,Lithuania,2011-Q2,,358500,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LT,Lithuania,2011-Q3,,405952,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LT,Lithuania,2011-Q4,,347458,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LT,Lithuania,2012-Q1,,301265,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LT,Lithuania,2012-Q2,,429906,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LT,Lithuania,2012-Q3,,485362,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LT,Lithuania,2012-Q4,,363320,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LT,Lithuania,2013-Q1,,304541,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LT,Lithuania,2013-Q2,,469615,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LT,Lithuania,2013-Q3,,545276,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LT,Lithuania,2013-Q4,,426262,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LT,Lithuania,2014-Q1,,323576,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LT,Lithuania,2014-Q2,,546689,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LT,Lithuania,2014-Q3,,581908,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LT,Lithuania,2014-Q4,,458871,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LT,Lithuania,2015-Q1,,381460,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LT,Lithuania,2015-Q2,,573421,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LT,Lithuania,2015-Q3,,631067,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LT,Lithuania,2015-Q4,,527257,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LT,Lithuania,2016-Q1,,448510,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LT,Lithuania,2016-Q2,,647938,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LT,Lithuania,2016-Q3,,710742,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LT,Lithuania,2016-Q4,,593756,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LT,Lithuania,2017-Q1,,518789,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LT,Lithuania,2017-Q2,,747195,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LT,Lithuania,2017-Q3,,668068,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LT,Lithuania,2017-Q4,,689850,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LT,Lithuania,2018-Q1,,609561,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LT,Lithuania,2018-Q2,,856375,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LT,Lithuania,2018-Q3,,911584,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LT,Lithuania,2018-Q4,,758425,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LT,Lithuania,2019-Q1,,649654,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LT,Lithuania,2019-Q2,,888707,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LT,Lithuania,2019-Q3,,912321,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LT,Lithuania,2019-Q4,,818243,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LT,Lithuania,2020-Q1,,549906,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LT,Lithuania,2020-Q2,,27715,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LT,Lithuania,2020-Q3,,234913,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LT,Lithuania,2020-Q4,,89160,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LT,Lithuania,2021-Q1,,73349,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LT,Lithuania,2021-Q2,,173918,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LT,Lithuania,2021-Q3,,507873,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LT,Lithuania,2021-Q4,,501079,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LT,Lithuania,2022-Q1,,394370,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LT,Lithuania,2022-Q2,,763796,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LT,Lithuania,2022-Q3,,826155,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LT,Lithuania,2022-Q4,,668355,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LT,Lithuania,2023-Q1,,570465,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LT,Lithuania,2023-Q2,,815689,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LT,Lithuania,2023-Q3,,870360,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LT,Lithuania,2023-Q4,,731384,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LT,Lithuania,2024-Q1,,597156,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LT,Lithuania,2024-Q2,,912422,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LT,Lithuania,2024-Q3,,963226,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LT,Lithuania,2024-Q4,,820054,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LT,Lithuania,2025-Q1,,672439,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LT,Lithuania,2025-Q2,,975423,,,,,
