STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,tra_meas,Traffic and transport measurement,tra_cov,Transport coverage,aircraft,Aircraft,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,PL,Poland,2018-Q4,,2106,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,PL,Poland,2019-Q1,,1857,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,PL,Poland,2019-Q2,,1855,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,PL,Poland,2019-Q3,,1902,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,PL,Poland,2019-Q4,,1804,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,PL,Poland,2020-Q1,,1784,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,PL,Poland,2020-Q2,,1863,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,PL,Poland,2020-Q3,,1977,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,PL,Poland,2020-Q4,,2592,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,PL,Poland,2021-Q1,,2332,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,PL,Poland,2021-Q2,,2251,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,PL,Poland,2021-Q3,,2499,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,PL,Poland,2021-Q4,,2526,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,PL,Poland,2022-Q1,,2449,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,PL,Poland,2022-Q2,,2153,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,PL,Poland,2022-Q3,,2044,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,PL,Poland,2022-Q4,,1963,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,PL,Poland,2023-Q1,,1828,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,PL,Poland,2023-Q2,,1831,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,PL,Poland,2023-Q3,,1914,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,PL,Poland,2023-Q4,,1694,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,PL,Poland,2024-Q1,,1825,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,PL,Poland,2024-Q2,,1860,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,PL,Poland,2024-Q3,,1694,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,PL,Poland,2024-Q4,,1791,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,PL,Poland,2025-Q1,,1530,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,PL,Poland,2025-Q2,,1794,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,PL,Poland,2025-Q3,,1863,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,PL,Poland,2025-Q4,,1806,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,PT,Portugal,2010-Q1,,3459,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,PT,Portugal,2010-Q2,,3354,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,PT,Portugal,2010-Q3,,3802,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,PT,Portugal,2010-Q4,,3352,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,PT,Portugal,2011-Q1,,1424,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,PT,Portugal,2011-Q2,,1442,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,PT,Portugal,2011-Q3,,1490,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,PT,Portugal,2011-Q4,,1390,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,PT,Portugal,2012-Q1,,3231,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,PT,Portugal,2012-Q2,,3411,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,PT,Portugal,2012-Q3,,3767,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,PT,Portugal,2012-Q4,,3701,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,PT,Portugal,2014-Q1,,1346,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,PT,Portugal,2014-Q2,,1350,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,PT,Portugal,2014-Q3,,3497,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,PT,Portugal,2014-Q4,,3781,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,PT,Portugal,2015-Q1,,3529,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,PT,Portugal,2015-Q2,,3493,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,PT,Portugal,2015-Q3,,4720,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,PT,Portugal,2015-Q4,,1244,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,PT,Portugal,2016-Q1,,1088,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,PT,Portugal,2016-Q2,,1074,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,PT,Portugal,2016-Q3,,1069,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,PT,Portugal,2016-Q4,,1045,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,PT,Portugal,2018-Q1,,2302,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,PT,Portugal,2018-Q2,,4833,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,PT,Portugal,2018-Q3,,5529,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,PT,Portugal,2018-Q4,,4470,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,PT,Portugal,2019-Q1,,1543,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,PT,Portugal,2019-Q2,,1391,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,PT,Portugal,2019-Q3,,1409,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,PT,Portugal,2019-Q4,,1383,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,PT,Portugal,2020-Q1,,1524,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,PT,Portugal,2020-Q2,,2051,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,PT,Portugal,2020-Q3,,1930,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,PT,Portugal,2020-Q4,,1909,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,PT,Portugal,2021-Q1,,2233,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,PT,Portugal,2021-Q2,,2131,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,PT,Portugal,2021-Q3,,2073,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,PT,Portugal,2021-Q4,,1864,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,PT,Portugal,2022-Q1,,1566,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,PT,Portugal,2022-Q2,,1297,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,PT,Portugal,2022-Q3,,1153,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,PT,Portugal,2022-Q4,,1318,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,PT,Portugal,2023-Q1,,1506,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,PT,Portugal,2023-Q2,,1356,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,PT,Portugal,2023-Q3,,1335,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,PT,Portugal,2023-Q4,,1384,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,PT,Portugal,2024-Q1,,1347,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,PT,Portugal,2024-Q2,,1380,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,PT,Portugal,2024-Q3,,1348,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,PT,Portugal,2024-Q4,,1378,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,PT,Portugal,2025-Q1,,1224,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,PT,Portugal,2025-Q2,,1080,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,PT,Portugal,2025-Q3,,1129,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,PT,Portugal,2025-Q4,,1183,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,RO,Romania,2010-Q1,,15504,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,RO,Romania,2010-Q2,,17091,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,RO,Romania,2010-Q3,,17880,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,RO,Romania,2010-Q4,,16695,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,RO,Romania,2011-Q1,,15693,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,RO,Romania,2011-Q2,,15994,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,RO,Romania,2011-Q3,,820,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,RO,Romania,2011-Q4,,780,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,RO,Romania,2012-Q1,,987,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,RO,Romania,2012-Q2,,1010,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,RO,Romania,2012-Q3,,1144,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,RO,Romania,2012-Q4,,1296,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,RO,Romania,2014-Q1,,1166,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,RO,Romania,2014-Q2,,1187,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,RO,Romania,2014-Q3,,1272,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,RO,Romania,2014-Q4,,1180,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,RO,Romania,2015-Q1,,1111,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,RO,Romania,2015-Q2,,1115,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,RO,Romania,2015-Q3,,1253,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,RO,Romania,2015-Q4,,1265,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,RO,Romania,2016-Q1,,1387,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,RO,Romania,2016-Q2,,1392,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,RO,Romania,2016-Q3,,1397,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,RO,Romania,2016-Q4,,1627,,,,,
