STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,tra_meas,Traffic and transport measurement,tra_cov,Transport coverage,aircraft,Aircraft,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,CH,Switzerland,2015-Q1,,1215,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,CH,Switzerland,2015-Q2,,1367,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,CH,Switzerland,2015-Q3,,1441,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,CH,Switzerland,2015-Q4,,1462,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,CH,Switzerland,2016-Q1,,1408,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,CH,Switzerland,2016-Q2,,1480,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,CH,Switzerland,2016-Q3,,1470,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,CH,Switzerland,2016-Q4,,1684,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,CH,Switzerland,2018-Q1,,1548,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,CH,Switzerland,2018-Q2,,1506,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,CH,Switzerland,2018-Q3,,1540,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,CH,Switzerland,2018-Q4,,1613,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,CH,Switzerland,2019-Q1,,1618,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,CH,Switzerland,2019-Q2,,1522,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,CH,Switzerland,2019-Q3,,1551,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,CH,Switzerland,2019-Q4,,1598,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,CH,Switzerland,2020-Q1,,1605,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,CH,Switzerland,2020-Q2,,2404,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,CH,Switzerland,2020-Q3,,1885,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,CH,Switzerland,2020-Q4,,2074,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,CH,Switzerland,2021-Q1,,2032,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,CH,Switzerland,2021-Q2,,2045,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,CH,Switzerland,2021-Q3,,1972,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,CH,Switzerland,2021-Q4,,1981,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,CH,Switzerland,2022-Q1,,1797,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,CH,Switzerland,2022-Q2,,1793,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,CH,Switzerland,2022-Q3,,1762,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,CH,Switzerland,2022-Q4,,1659,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,CH,Switzerland,2023-Q1,,1572,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,CH,Switzerland,2023-Q2,,1431,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,CH,Switzerland,2023-Q3,,1577,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,CH,Switzerland,2023-Q4,,1586,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,CH,Switzerland,2024-Q1,,1530,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,CH,Switzerland,2024-Q2,,1451,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,CH,Switzerland,2024-Q3,,1488,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,CH,Switzerland,2024-Q4,,1486,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,CH,Switzerland,2025-Q1,,1408,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,CH,Switzerland,2025-Q2,,1442,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,CH,Switzerland,2025-Q3,,1400,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,CH,Switzerland,2025-Q4,,1507,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,CY,Cyprus,2010-Q1,,313,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,CY,Cyprus,2010-Q2,,295,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,CY,Cyprus,2010-Q3,,306,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,CY,Cyprus,2010-Q4,,299,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,CY,Cyprus,2011-Q1,,158,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,CY,Cyprus,2011-Q2,,170,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,CY,Cyprus,2011-Q3,,183,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,CY,Cyprus,2011-Q4,,218,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,CY,Cyprus,2012-Q1,,218,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,CY,Cyprus,2012-Q2,,209,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,CY,Cyprus,2012-Q3,,201,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,CY,Cyprus,2012-Q4,,206,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,CY,Cyprus,2014-Q1,,199,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,CY,Cyprus,2014-Q2,,193,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,CY,Cyprus,2014-Q3,,201,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,CY,Cyprus,2014-Q4,,220,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,CY,Cyprus,2015-Q1,,208,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,CY,Cyprus,2015-Q2,,208,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,CY,Cyprus,2015-Q3,,212,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,CY,Cyprus,2015-Q4,,216,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,CY,Cyprus,2016-Q1,,193,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,CY,Cyprus,2016-Q2,,189,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,CY,Cyprus,2016-Q3,,182,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,CY,Cyprus,2016-Q4,,214,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,CY,Cyprus,2018-Q1,,262,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,CY,Cyprus,2018-Q2,,226,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,CY,Cyprus,2018-Q3,,318,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,CY,Cyprus,2018-Q4,,389,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,CY,Cyprus,2019-Q1,,388,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,CY,Cyprus,2019-Q2,,397,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,CY,Cyprus,2019-Q3,,378,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,CY,Cyprus,2019-Q4,,349,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,CY,Cyprus,2020-Q1,,393,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF_FRM,Freight and mail commercial air flights,TOTAL,Total transport,TOTAL,Total,CY,Cyprus,2020-Q2,,533,,,,,
